Record_ID,Execution_Time_Minutes,Messages_Sent,Memory_Usage_MB,CPU_Utilization_Percent,Error_Count
AAI-03337,20.2,352,3866.0,52.9,0
AAI-03338,22.5,376,3717.0,27.7,1
AAI-03339,16.9,301,893.4,96.8,0
AAI-03340,10.2,83,2171.9,14.9,1
AAI-03341,35.3,143,267.2,75.3,0
AAI-03342,11.6,332,1898.1,76.8,0
AAI-03343,27.4,183,2033.6,30.2,0
AAI-03344,9.1,329,3487.5,43.8,0
AAI-03345,67.3,261,3424.5,33.4,0
AAI-03346,115.8,456,351.0,30.5,0
AAI-03347,119.7,200,3698.1,77.4,3
AAI-03348,110.8,455,2639.4,91.1,0
AAI-03349,79.4,88,4035.3,93.4,0
AAI-03350,68.0,450,1242.9,84.8,0
AAI-03351,20.9,366,3506.3,77.5,0
AAI-03352,9.3,383,3848.8,25.1,0
AAI-03353,31.7,112,2864.7,35.2,1
AAI-03354,113.5,478,307.1,22.0,0
AAI-03355,39.1,377,3385.4,31.1,0
AAI-03356,94.4,385,3998.7,10.0,0
AAI-03357,11.2,106,1252.7,32.3,2
AAI-03358,94.2,389,1422.5,37.3,0
AAI-03359,83.8,100,1326.4,48.2,0
AAI-03360,6.2,350,3719.3,97.6,0
AAI-03361,63.7,363,949.9,74.9,0
AAI-03362,44.3,248,2019.6,60.8,0
AAI-03363,17.5,309,1676.4,11.3,0
AAI-03364,97.7,322,430.5,66.0,0
AAI-03365,76.0,217,3885.0,94.0,2
AAI-03366,107.9,495,2511.1,23.3,2
AAI-03367,82.1,197,3676.1,33.6,3
AAI-03368,11.5,174,3023.6,67.2,0
AAI-03369,105.5,156,1961.2,63.1,0
AAI-03370,65.8,199,3342.2,98.2,0
AAI-03371,80.1,393,1454.3,47.5,0
AAI-03372,46.9,205,3573.2,50.9,0
AAI-03373,82.2,228,1468.2,92.6,1
AAI-03374,23.1,169,2728.7,33.1,0
AAI-03375,105.3,150,1913.9,65.4,0
AAI-03376,20.1,478,475.3,52.5,0
AAI-03377,109.6,341,3278.8,38.7,0
AAI-03378,66.5,116,1577.4,48.5,0
AAI-03379,88.6,416,1403.7,23.6,2
AAI-03380,20.2,335,3795.0,30.5,0
AAI-03381,26.3,370,430.9,81.0,1
AAI-03382,98.3,208,2008.4,82.4,0
AAI-03383,92.4,441,226.5,93.8,3
AAI-03384,26.5,244,1329.7,46.1,0
AAI-03385,112.9,63,2006.3,52.8,0
AAI-03386,9.6,46,3164.5,86.1,1
AAI-03387,12.6,150,253.4,27.2,3
AAI-03388,11.1,241,3891.1,63.6,0
AAI-03389,90.4,233,1698.0,86.9,0
AAI-03390,47.9,49,645.2,92.9,3
AAI-03391,106.9,289,2824.7,56.5,0
AAI-03392,42.0,336,1260.4,83.4,1
AAI-03393,10.1,210,1535.8,43.1,0
AAI-03394,99.3,18,3583.8,90.4,0
AAI-03395,103.3,231,1305.1,67.9,1
AAI-03396,68.9,184,3485.5,52.0,0
AAI-03397,44.4,234,912.6,16.6,0
AAI-03398,102.7,201,2575.5,47.2,2
AAI-03399,10.1,267,3350.0,58.0,0
AAI-03400,97.8,163,2438.8,48.4,0
AAI-03401,59.6,476,2154.9,13.9,0
AAI-03402,56.1,120,2772.4,76.0,1
AAI-03403,38.1,231,1232.3,91.6,1
AAI-03404,56.8,23,1354.8,15.4,1
AAI-03405,98.4,281,762.8,46.8,0
AAI-03406,52.0,480,721.8,27.3,0
AAI-03407,15.0,314,996.1,37.4,0
AAI-03408,29.9,99,260.5,10.9,0
AAI-03409,22.5,57,1749.7,75.1,0
AAI-03410,48.4,283,2154.8,35.9,0
AAI-03411,20.0,127,3834.2,16.4,0
AAI-03412,107.9,311,608.6,89.1,0
AAI-03413,31.7,457,764.2,92.3,0
AAI-03414,102.4,143,2339.6,77.4,0
AAI-03415,54.1,337,2925.8,94.4,0
AAI-03416,111.8,155,187.4,47.5,0
AAI-03417,73.9,201,587.2,36.5,0
AAI-03418,86.9,159,3928.3,69.2,0
AAI-03419,17.7,14,322.8,31.5,2
AAI-03420,23.4,313,1417.0,36.6,1
AAI-03421,111.3,57,2045.9,25.3,0
AAI-03422,104.6,317,685.8,84.4,0
AAI-03423,51.1,482,625.9,10.6,0
AAI-03424,60.1,273,198.8,64.3,0
AAI-03425,94.8,306,1353.1,46.6,0
AAI-03426,11.2,375,2317.9,43.0,0
AAI-03427,100.1,352,353.4,81.1,0
AAI-03428,69.1,499,1869.1,22.1,0
AAI-03429,107.1,41,2738.6,30.4,0
AAI-03430,27.2,441,3003.6,80.0,0
AAI-03431,10.4,207,1768.7,91.1,0
AAI-03432,59.4,250,3418.1,64.6,2
AAI-03433,28.7,455,3924.6,30.3,1
AAI-03434,21.0,308,3944.9,39.6,0
AAI-03435,97.8,474,2273.0,32.4,0
AAI-03436,106.6,16,771.8,41.4,0
AAI-03437,26.3,50,1125.1,22.3,2
AAI-03438,58.1,437,3744.8,23.5,3
AAI-03439,81.3,336,529.6,42.9,0
AAI-03440,38.8,28,2404.3,77.5,0
AAI-03441,114.9,175,1750.0,86.5,0
AAI-03442,118.1,16,374.9,90.1,0
AAI-03443,40.2,256,167.0,37.1,0
AAI-03444,5.0,321,3412.3,37.0,3
AAI-03445,78.0,365,3901.8,30.5,0
AAI-03446,25.9,418,2763.8,39.6,0
AAI-03447,28.9,368,3162.1,41.8,0
AAI-03448,54.4,475,2475.4,64.2,0
AAI-03449,108.1,54,3880.8,30.2,0
AAI-03450,54.9,458,3208.7,74.9,1
AAI-03451,67.0,211,705.9,24.0,0
AAI-03452,68.8,278,1989.8,88.5,0
AAI-03453,40.8,332,3394.1,42.6,2
AAI-03454,66.6,125,2240.2,91.0,0
AAI-03455,56.2,73,1538.5,43.8,1
AAI-03456,36.1,467,2510.7,36.2,0
AAI-03457,12.1,398,2152.1,75.2,1
AAI-03458,97.3,382,2371.7,59.8,0
AAI-03459,9.5,491,3367.8,61.4,0
AAI-03460,115.9,156,3138.9,36.4,3
AAI-03461,74.7,476,2734.2,97.2,1
AAI-03462,51.6,467,2906.9,50.9,0
AAI-03463,110.4,350,1702.6,45.3,1
AAI-03464,57.2,117,1348.4,27.5,0
AAI-03465,50.2,24,1343.8,24.9,0
AAI-03466,15.1,359,3766.5,13.4,1
AAI-03467,86.1,336,1355.2,77.9,0
AAI-03468,91.4,315,1650.8,80.7,1
AAI-03469,25.1,184,3205.0,80.2,2
AAI-03470,25.1,103,3407.4,34.6,0
AAI-03471,104.7,259,523.4,46.0,1
AAI-03472,110.3,298,3981.6,51.1,0
AAI-03473,112.0,248,512.9,77.7,1
AAI-03474,7.6,290,2989.2,70.9,0
AAI-03475,89.2,25,1164.6,61.1,1
AAI-03476,44.2,181,2652.2,55.6,1
AAI-03477,63.4,162,2331.9,52.4,0
AAI-03478,89.8,390,1656.4,91.9,0
AAI-03479,119.2,176,3756.8,59.6,0
AAI-03480,92.5,454,2556.8,89.6,0
AAI-03481,38.6,234,3944.1,77.4,0
AAI-03482,34.6,169,3645.5,58.5,0
AAI-03483,44.9,48,1385.6,82.0,1
AAI-03484,7.3,51,2462.4,34.0,0
AAI-03485,70.1,293,1085.9,67.5,0
AAI-03486,22.9,277,1694.3,29.6,1
AAI-03487,57.9,274,534.2,37.3,0
AAI-03488,93.8,357,2114.4,13.1,0
AAI-03489,97.5,205,2244.8,26.4,2
AAI-03490,58.5,495,3915.1,24.5,0
AAI-03491,110.1,298,2977.9,41.7,0
AAI-03492,19.0,488,1582.0,32.7,1
AAI-03493,96.4,140,3737.6,66.0,0
AAI-03494,74.0,58,3795.2,51.4,0
AAI-03495,19.4,303,2531.1,34.4,0
AAI-03496,26.2,481,1822.4,88.6,0
AAI-03497,111.0,60,4036.7,12.3,0
AAI-03498,109.5,451,1377.9,75.2,0
AAI-03499,87.6,63,1934.5,67.9,0
AAI-03500,28.7,273,3338.0,54.3,0
AAI-03501,85.1,278,223.4,91.3,0
AAI-03502,104.0,215,2591.8,84.2,1
AAI-03503,73.5,83,2460.3,56.3,0
AAI-03504,32.3,302,917.9,45.5,2
AAI-03505,61.1,55,2869.5,34.5,3
AAI-03506,77.6,109,329.4,55.2,1
AAI-03507,21.2,174,2989.8,54.1,1
AAI-03508,53.2,359,1412.7,37.0,0
AAI-03509,112.3,46,1917.9,82.0,4
AAI-03510,40.2,217,2526.6,64.7,0
AAI-03511,18.9,319,4043.2,78.1,0
AAI-03512,101.5,298,3457.8,25.0,1
AAI-03513,42.2,290,2584.2,66.9,0
AAI-03514,95.6,212,2720.3,80.5,0
AAI-03515,62.0,250,2475.2,38.7,0
AAI-03516,61.7,161,3130.5,50.7,1
AAI-03517,26.1,473,1915.5,19.0,0
AAI-03518,26.5,187,2205.7,52.1,0
AAI-03519,44.1,65,259.5,12.0,3
AAI-03520,78.6,281,447.1,92.3,0
AAI-03521,17.5,151,1044.5,42.7,0
AAI-03522,54.1,291,1850.4,90.6,0
AAI-03523,76.5,13,1515.4,53.8,0
AAI-03524,7.3,63,448.5,60.4,3
AAI-03525,42.8,500,4017.0,63.4,1
AAI-03526,57.2,434,1263.1,89.5,0
AAI-03527,73.4,315,1666.9,52.3,0
AAI-03528,65.6,332,913.7,67.1,1
AAI-03529,99.4,485,3949.3,84.5,0
AAI-03530,79.6,97,1587.7,84.8,0
AAI-03531,96.5,460,1132.1,25.0,0
AAI-03532,97.2,92,891.5,94.6,0
AAI-03533,41.9,345,3288.5,44.9,0
AAI-03534,117.6,307,175.2,40.0,2
AAI-03535,30.6,445,1584.9,19.3,3
AAI-03536,76.2,209,577.2,21.5,0
AAI-03537,36.4,297,1763.8,72.3,0
AAI-03538,45.2,415,459.0,34.5,1
AAI-03539,65.5,85,2321.1,46.3,1
AAI-03540,88.5,62,3199.0,98.7,1
AAI-03541,85.0,30,631.9,69.2,0
AAI-03542,114.8,335,1377.0,90.0,1
AAI-03543,33.2,319,3740.0,13.2,1
AAI-03544,61.1,399,1131.5,24.6,0
AAI-03545,47.3,447,156.1,30.6,0
AAI-03546,54.9,415,2331.2,66.6,0
AAI-03547,37.6,359,1223.3,22.1,2
AAI-03548,40.8,191,3667.1,62.0,1
AAI-03549,95.0,267,661.9,30.4,0
AAI-03550,92.8,69,217.7,72.3,0
AAI-03551,55.7,497,1693.2,72.7,0
AAI-03552,66.7,67,143.6,14.9,1
AAI-03553,35.4,259,1747.0,72.3,4
AAI-03554,108.3,471,2804.0,69.5,0
AAI-03555,104.6,173,3162.8,24.2,2
AAI-03556,52.3,394,3855.1,83.7,1
AAI-03557,12.8,483,930.7,15.9,0
AAI-03558,73.3,276,2497.1,46.1,0
AAI-03559,78.5,256,1149.5,78.5,0
AAI-03560,58.5,471,1515.0,14.0,3
AAI-03561,21.7,367,3790.2,31.1,3
AAI-03562,23.5,227,2638.5,68.3,0
AAI-03563,53.3,350,3549.7,84.5,0
AAI-03564,75.8,363,1433.6,16.9,0
AAI-03565,10.6,29,3405.9,39.9,2
AAI-03566,22.7,344,3689.7,98.9,0
AAI-03567,72.2,96,509.0,95.3,0
AAI-03568,50.4,413,3773.1,39.4,1
AAI-03569,7.8,112,3845.4,51.9,3
AAI-03570,51.1,137,1696.3,28.2,2
AAI-03571,6.8,40,3034.8,28.1,0
AAI-03572,7.0,295,3777.8,16.4,0
AAI-03573,70.2,421,2041.6,77.3,1
AAI-03574,50.9,99,3043.0,68.7,3
AAI-03575,8.9,223,2493.0,74.6,1
AAI-03576,64.1,468,1390.4,43.4,1
AAI-03577,79.9,169,1089.0,76.6,0
AAI-03578,52.7,359,1328.9,48.8,0
AAI-03579,116.7,100,2911.8,82.4,0
AAI-03580,75.3,399,712.1,60.0,2
AAI-03581,110.8,173,854.9,62.1,0
AAI-03582,22.1,175,2303.5,34.9,0
AAI-03583,94.0,40,3066.0,13.0,0
AAI-03584,26.4,377,1285.2,45.9,1
AAI-03585,74.0,196,225.0,50.6,0
AAI-03586,119.1,190,654.1,26.3,1
AAI-03587,111.4,102,1205.9,72.8,1
AAI-03588,61.6,210,3773.5,62.8,0
AAI-03589,103.3,168,330.8,21.4,0
AAI-03590,106.9,113,2647.1,89.4,3
AAI-03591,88.2,253,3079.5,25.6,0
AAI-03592,37.8,189,3771.0,69.3,1
AAI-03593,63.3,101,1864.6,88.4,1
AAI-03594,16.7,258,1012.1,67.6,0
AAI-03595,35.3,425,204.8,89.9,0
AAI-03596,21.7,70,576.0,63.8,0
AAI-03597,53.2,360,799.2,10.1,0
AAI-03598,95.5,133,2398.3,34.6,0
AAI-03599,81.3,252,3584.0,93.6,0
AAI-03600,41.3,300,650.8,37.8,0
AAI-03601,99.8,137,4088.9,92.5,3
AAI-03602,68.5,421,2501.2,17.8,2
AAI-03603,83.2,473,3393.9,61.8,0
AAI-03604,13.2,427,534.2,13.9,0
AAI-03605,54.6,360,2397.6,57.7,0
AAI-03606,88.1,258,943.0,11.6,0
AAI-03607,17.8,208,2964.6,90.2,0
AAI-03608,60.7,217,351.6,48.7,0
AAI-03609,59.8,233,1820.4,46.7,2
AAI-03610,36.0,57,4075.3,66.7,1
AAI-03611,106.7,213,1491.9,64.5,0
AAI-03612,92.8,62,270.7,33.1,4
AAI-03613,23.7,459,780.2,55.5,1
AAI-03614,9.9,205,3933.4,83.3,0
AAI-03615,9.2,27,1635.6,67.8,2
AAI-03616,100.3,116,3918.5,60.5,0
AAI-03617,32.5,455,637.8,10.8,4
AAI-03618,5.9,430,2529.6,82.0,1
AAI-03619,26.4,300,2755.3,87.8,0
AAI-03620,92.3,113,430.2,81.3,0
AAI-03621,101.5,465,608.2,89.4,1
AAI-03622,73.6,125,3144.1,25.1,0
AAI-03623,37.9,129,2105.4,85.2,1
AAI-03624,20.3,72,1512.7,90.1,0
AAI-03625,117.0,289,4029.2,15.0,4
AAI-03626,22.1,64,799.7,42.2,0
AAI-03627,107.8,283,1864.9,36.5,0
AAI-03628,34.1,139,1902.7,40.4,1
AAI-03629,44.2,369,1722.2,13.4,0
AAI-03630,28.2,256,373.4,61.0,0
AAI-03631,66.7,183,3411.5,53.6,0
AAI-03632,117.3,247,3977.5,82.4,2
AAI-03633,86.3,310,3861.1,23.2,1
AAI-03634,24.5,40,953.2,67.5,0
AAI-03635,79.0,105,1563.9,39.1,0
AAI-03636,101.5,56,1444.2,33.5,0
AAI-03637,116.0,49,3450.0,76.6,0
AAI-03638,45.1,471,444.2,75.9,0
AAI-03639,80.6,32,3205.7,16.1,0
AAI-03640,29.9,145,3815.1,67.5,0
AAI-03641,52.3,318,1515.7,67.2,0
AAI-03642,117.1,112,948.6,89.3,1
AAI-03643,97.6,158,446.4,23.1,2
AAI-03644,57.1,419,3003.3,56.8,0
AAI-03645,85.3,144,3667.3,56.9,1
AAI-03646,42.2,168,416.3,61.2,2
AAI-03647,42.6,140,723.8,83.9,0
AAI-03648,90.5,27,312.3,43.6,0
AAI-03649,118.0,449,1988.5,49.9,3
AAI-03650,109.7,300,2343.6,86.1,0
AAI-03651,18.8,319,3410.1,73.1,0
AAI-03652,97.7,114,443.2,76.7,0
AAI-03653,34.1,298,2681.4,84.0,1
AAI-03654,68.0,219,2277.6,17.6,0
AAI-03655,30.7,103,488.9,17.9,0
AAI-03656,19.9,133,1934.6,46.4,0
AAI-03657,20.6,389,1275.2,47.0,0
AAI-03658,16.4,367,3050.3,85.0,0
AAI-03659,28.3,142,2745.3,59.9,0
AAI-03660,65.6,310,1088.0,84.9,2
AAI-03661,96.7,142,3077.8,55.5,0
AAI-03662,118.6,297,2334.9,71.9,0
AAI-03663,21.0,491,473.0,35.4,0
AAI-03664,28.4,350,2926.1,29.4,2
AAI-03665,34.5,404,1347.0,57.4,2
AAI-03666,118.2,286,1489.6,64.3,0
AAI-03667,94.1,307,411.0,95.0,0
AAI-03668,41.5,280,566.5,20.1,2
AAI-03669,35.6,21,2349.0,70.5,0
AAI-03670,65.8,492,2375.9,59.9,0
AAI-03671,105.3,47,3559.0,18.8,0
AAI-03672,93.1,93,3781.7,92.4,3
AAI-03673,51.1,445,598.5,14.9,0
AAI-03674,84.7,167,3690.1,24.6,0
AAI-03675,21.2,25,1770.8,59.7,0
AAI-03676,57.5,12,1076.9,48.8,0
AAI-03677,52.0,149,2022.3,45.2,0
AAI-03678,91.4,323,1995.5,31.5,3
AAI-03679,85.8,465,3884.6,89.2,1
AAI-03680,20.0,24,2155.7,91.0,0
AAI-03681,59.5,181,1972.2,55.7,0
AAI-03682,97.6,318,2169.7,26.1,0
AAI-03683,118.6,59,2554.4,54.0,0
AAI-03684,41.7,209,3854.7,51.7,4
AAI-03685,78.5,497,793.7,47.6,1
AAI-03686,68.8,33,892.1,76.0,0
AAI-03687,54.4,430,3679.1,83.7,1
AAI-03688,115.1,370,522.3,86.9,0
AAI-03689,30.1,95,1783.9,50.8,0
AAI-03690,108.3,243,216.2,62.5,2
AAI-03691,63.8,224,2456.0,77.3,3
AAI-03692,74.2,449,370.8,49.4,0
AAI-03693,40.0,298,212.4,22.5,0
AAI-03694,77.2,414,1408.3,26.2,0
AAI-03695,66.7,243,3852.0,40.4,0
AAI-03696,100.0,452,868.5,18.8,1
AAI-03697,86.5,414,2237.6,34.9,0
AAI-03698,28.6,341,2496.8,46.7,1
AAI-03699,101.2,319,3112.8,78.1,0
AAI-03700,18.5,234,3925.5,83.5,0
AAI-03701,35.0,222,3388.2,56.1,0
AAI-03702,5.2,425,3781.8,92.7,1
AAI-03703,92.0,391,3380.6,74.3,0
AAI-03704,62.1,49,3010.7,36.9,0
AAI-03705,41.2,92,915.5,66.7,0
AAI-03706,17.7,355,640.0,91.8,4
AAI-03707,7.5,53,434.1,97.9,0
AAI-03708,42.8,61,372.4,21.4,0
AAI-03709,106.2,24,3029.5,78.4,0
AAI-03710,117.0,13,3937.5,39.5,1
AAI-03711,48.0,264,2518.1,98.1,0
AAI-03712,40.7,489,1386.6,97.7,0
AAI-03713,94.4,404,702.0,92.6,0
AAI-03714,33.1,85,2430.2,93.8,0
AAI-03715,62.3,38,2705.7,91.0,1
AAI-03716,24.4,93,3643.4,20.0,0
AAI-03717,16.3,140,2111.8,16.2,1
AAI-03718,73.1,421,2726.2,69.9,0
AAI-03719,79.5,307,1889.7,82.4,0
AAI-03720,94.2,293,1828.5,54.1,1
AAI-03721,73.8,50,1429.5,16.8,0
AAI-03722,81.9,245,455.5,45.1,0
AAI-03723,57.3,393,3980.2,72.8,0
AAI-03724,87.1,358,3353.7,13.7,0
AAI-03725,93.7,428,1714.9,42.0,1
AAI-03726,81.4,375,2180.1,92.1,0
AAI-03727,77.9,329,1332.9,65.6,0
AAI-03728,61.5,54,2581.0,42.5,0
AAI-03729,6.0,349,2613.8,46.6,0
AAI-03730,108.8,475,2969.3,42.9,0
AAI-03731,99.3,70,3478.4,56.5,1
AAI-03732,21.9,60,899.3,88.1,0
AAI-03733,96.6,120,2931.8,55.2,0
AAI-03734,84.6,182,179.7,80.6,3
AAI-03735,90.9,391,2427.6,30.3,1
AAI-03736,92.5,234,3103.8,35.2,3
AAI-03737,76.3,126,2724.0,61.9,2
AAI-03738,5.4,134,1550.0,49.9,1
AAI-03739,99.1,151,1834.5,19.5,2
AAI-03740,81.4,355,3224.7,70.3,0
AAI-03741,52.5,381,3044.8,33.8,0
AAI-03742,61.4,409,3246.6,19.1,0
AAI-03743,74.5,488,2495.1,83.3,0
AAI-03744,55.3,446,1232.0,88.2,2
AAI-03745,29.6,361,3815.0,70.5,0
AAI-03746,46.0,453,1976.6,65.5,2
AAI-03747,46.5,194,3185.7,28.5,2
AAI-03748,11.0,151,1850.9,82.8,0
AAI-03749,84.8,383,2282.8,54.5,1
AAI-03750,73.0,243,706.8,88.8,0
AAI-03751,77.2,363,894.5,23.0,0
AAI-03752,71.5,257,3018.3,23.1,0
AAI-03753,69.2,350,2076.5,12.0,2
AAI-03754,91.2,125,580.8,40.0,0
AAI-03755,11.0,141,3948.0,67.2,0
AAI-03756,109.6,61,2545.4,50.8,0
AAI-03757,34.0,149,364.8,61.2,0
AAI-03758,94.1,224,3316.1,76.9,0
AAI-03759,69.3,442,899.6,38.2,2
AAI-03760,54.3,355,1689.4,76.1,0
AAI-03761,19.6,489,2341.0,45.0,0
AAI-03762,118.8,144,1110.6,58.0,0
AAI-03763,27.8,27,1900.0,75.9,0
AAI-03764,18.4,233,1468.0,63.7,0
AAI-03765,114.1,351,245.2,40.0,1
AAI-03766,65.3,186,3919.1,35.2,3
AAI-03767,76.2,146,2096.0,73.7,0
AAI-03768,16.7,20,2711.1,44.1,0
AAI-03769,16.0,372,2154.8,82.8,3
AAI-03770,28.3,63,361.5,48.4,0
AAI-03771,119.2,448,3477.6,22.9,0
AAI-03772,25.7,365,555.1,61.6,3
AAI-03773,81.9,92,1166.3,57.6,0
AAI-03774,81.1,389,1475.7,24.5,0
AAI-03775,23.0,360,2468.3,31.7,0
AAI-03776,81.8,248,141.6,78.1,0
AAI-03777,31.7,379,2641.3,36.4,0
AAI-03778,111.2,147,2248.3,24.6,0
AAI-03779,66.1,122,2518.0,38.6,0
AAI-03780,59.3,371,2754.4,41.3,0
AAI-03781,112.8,326,1582.9,62.9,2
AAI-03782,101.6,206,3222.1,69.7,1
AAI-03783,69.8,306,3045.8,38.6,1
AAI-03784,90.5,107,3872.7,44.0,2
AAI-03785,107.7,77,1713.1,94.8,0
AAI-03786,108.4,260,1988.8,70.9,0
AAI-03787,89.7,417,2119.0,26.8,0
AAI-03788,12.8,93,3906.8,89.1,0
AAI-03789,17.7,284,1843.7,51.1,0
AAI-03790,82.5,106,3327.1,93.2,0
AAI-03791,21.9,138,2448.7,14.5,2
AAI-03792,98.9,29,3170.2,12.0,0
AAI-03793,20.4,148,2424.8,12.4,0
AAI-03794,71.8,77,2108.1,67.0,0
AAI-03795,100.8,293,1771.4,54.6,2
AAI-03796,49.4,418,3224.2,32.7,0
AAI-03797,87.1,189,1601.7,12.7,0
AAI-03798,22.5,79,837.2,26.1,0
AAI-03799,54.4,287,1275.4,21.0,0
AAI-03800,80.9,13,313.2,15.1,3
AAI-03801,22.6,266,380.9,81.3,1
AAI-03802,42.6,485,3581.2,32.6,0
AAI-03803,94.3,434,2349.4,18.3,1
AAI-03804,94.1,487,1266.7,92.1,0
AAI-03805,76.6,60,2281.5,47.8,2
AAI-03806,118.3,77,3429.7,67.5,0
AAI-03807,107.8,19,2175.5,78.4,0
AAI-03808,119.7,352,2423.8,43.6,0
AAI-03809,102.7,353,3752.7,16.3,2
AAI-03810,50.1,176,1372.5,67.1,3
AAI-03811,93.1,129,201.4,30.3,0
AAI-03812,15.3,273,1302.8,50.7,0
AAI-03813,106.2,395,2456.6,10.4,1
AAI-03814,42.0,63,1987.3,19.1,0
AAI-03815,103.9,21,238.2,23.3,3
AAI-03816,23.7,441,1525.4,37.3,0
AAI-03817,64.3,74,3967.9,34.5,3
AAI-03818,89.9,168,1353.2,56.1,0
AAI-03819,25.0,18,3721.7,56.2,0
AAI-03820,75.7,417,2379.9,23.2,0
AAI-03821,28.7,219,1388.8,53.4,0
AAI-03822,25.3,17,641.2,75.3,0
AAI-03823,16.4,318,2087.1,15.6,3
AAI-03824,39.4,175,1426.3,32.3,0
AAI-03825,50.7,272,1774.7,98.8,0
AAI-03826,88.8,393,3266.5,22.8,1
AAI-03827,18.7,222,3541.6,10.7,0
AAI-03828,16.1,453,3949.2,87.6,0
AAI-03829,40.8,371,1101.9,74.4,1
AAI-03830,118.4,39,1404.8,56.4,0
AAI-03831,18.0,344,1431.2,24.2,0
AAI-03832,119.1,283,3322.3,82.9,0
AAI-03833,37.1,259,1478.5,86.9,0
AAI-03834,68.5,424,4017.8,69.7,4
AAI-03835,31.3,223,3280.5,64.7,0
AAI-03836,28.3,469,1611.1,85.9,3
AAI-03837,36.4,145,879.5,64.0,0
AAI-03838,95.2,180,2882.4,36.0,0
AAI-03839,76.9,355,2254.2,38.6,0
AAI-03840,77.9,352,381.3,50.1,1
AAI-03841,87.2,466,1356.8,57.0,0
AAI-03842,46.7,68,1073.2,71.9,1
AAI-03843,92.0,27,2979.8,27.3,0
AAI-03844,67.9,143,2496.6,76.6,0
AAI-03845,58.4,114,3246.5,82.5,0
AAI-03846,98.7,471,1584.7,80.9,0
AAI-03847,27.3,367,3639.4,20.7,0
AAI-03848,49.2,175,3733.2,14.8,0
AAI-03849,95.9,80,3274.0,65.6,0
AAI-03850,88.3,260,3751.0,44.5,2
AAI-03851,10.2,129,2331.7,71.8,0
AAI-03852,82.3,367,1337.0,57.6,0
AAI-03853,53.9,127,4018.1,90.8,0
AAI-03854,101.2,176,2827.0,44.3,0
AAI-03855,18.2,362,992.6,12.1,1
AAI-03856,94.5,458,3492.8,95.0,0
AAI-03857,25.9,36,2418.5,96.3,0
AAI-03858,70.6,388,878.9,69.6,1
AAI-03859,88.5,236,3325.4,57.6,0
AAI-03860,93.7,271,2312.0,65.9,0
AAI-03861,5.9,141,3232.1,43.0,0
AAI-03862,106.7,313,234.4,40.2,0
AAI-03863,6.9,16,3015.5,42.7,0
AAI-03864,31.2,172,3787.2,97.5,0
AAI-03865,80.5,56,1358.7,56.2,0
AAI-03866,118.5,478,1765.3,71.8,0
AAI-03867,6.9,182,3978.8,81.9,3
AAI-03868,58.0,55,3862.1,93.4,1
AAI-03869,74.7,458,668.1,51.3,1
AAI-03870,57.6,18,1640.0,67.1,0
AAI-03871,5.6,479,1641.7,69.4,0
AAI-03872,17.3,243,1732.8,94.1,0
AAI-03873,90.7,214,522.1,38.9,3
AAI-03874,9.3,182,3617.9,70.2,4
AAI-03875,77.8,252,1065.0,25.0,0
AAI-03876,78.9,414,336.0,69.1,0
AAI-03877,68.2,390,3698.0,14.4,0
AAI-03878,97.9,168,474.1,73.5,0
AAI-03879,29.1,496,349.5,77.2,0
AAI-03880,65.8,90,2839.5,81.2,0
AAI-03881,106.9,416,1270.9,56.0,0
AAI-03882,114.3,358,2986.8,55.8,0
AAI-03883,56.5,403,3078.3,82.5,0
AAI-03884,67.8,274,3500.7,27.4,0
AAI-03885,46.2,222,1624.4,25.3,0
AAI-03886,96.6,186,3966.8,90.0,0
AAI-03887,43.3,50,2281.3,50.8,1
AAI-03888,95.8,448,1718.0,69.2,1
AAI-03889,113.4,187,3846.1,89.7,1
AAI-03890,61.9,80,891.4,13.9,0
AAI-03891,67.1,244,367.0,93.7,0
AAI-03892,106.9,360,713.4,44.7,0
AAI-03893,79.0,165,3903.2,91.1,0
AAI-03894,26.7,398,3515.2,26.5,0
AAI-03895,26.5,352,2560.3,23.2,0
AAI-03896,14.9,407,561.4,63.6,0
AAI-03897,60.0,82,3169.3,59.3,0
AAI-03898,28.7,73,2469.5,22.0,0
AAI-03899,67.8,375,3734.7,17.4,1
AAI-03900,49.5,308,771.2,83.5,3
AAI-03901,51.4,375,3093.7,98.0,0
AAI-03902,116.1,18,1080.5,58.8,1
AAI-03903,109.4,161,1567.1,52.8,0
AAI-03904,83.6,134,3412.1,84.0,0
AAI-03905,26.1,431,3093.7,92.0,0
AAI-03906,18.8,222,2988.4,25.0,1
AAI-03907,96.7,404,2637.5,27.5,1
AAI-03908,15.3,76,3605.1,97.5,3
AAI-03909,101.2,348,830.3,33.3,0
AAI-03910,56.2,437,630.7,37.8,2
AAI-03911,105.8,432,2845.5,56.8,0
AAI-03912,22.6,212,3887.0,82.6,0
AAI-03913,112.6,207,3197.4,33.8,0
AAI-03914,58.8,407,2387.2,86.9,0
AAI-03915,115.7,39,2183.6,49.5,0
AAI-03916,63.0,15,599.5,77.1,1
AAI-03917,86.8,35,4010.4,63.9,0
AAI-03918,16.0,472,3288.3,73.5,0
AAI-03919,23.6,238,3340.6,46.7,1
AAI-03920,81.1,70,1263.9,35.7,0
AAI-03921,114.8,343,1470.3,38.9,3
AAI-03922,13.4,371,2932.4,72.4,0
